Id,latitude,longitude,Avg_temper,SD_tempera,temp_seaso,Ann_precip,Summ_preci
1,25.69846547400,-97.38659128640,23.19141949,0.81450758,4797.37827178000,716.21000,182.93700
2,26.12600150150,-98.81518090940,23.57944444,1.43487783,5755.78885378000,566.86600,189.56500
3,26.13437188070,-98.32330815660,23.22483333,1.30210145,5380.83309394000,574.31700,177.12100
4,26.14011860940,-97.83138126930,23.03686111,1.22194588,5093.62654409999,641.86300,186.37300
5,26.11728029950,-97.41378758900,22.90416667,1.68914727,4915.23353553000,680.90100,172.44000
6,26.57334435620,-99.31775723900,22.96636111,1.34365158,6153.68744614000,525.80000,166.45600
7,26.58440382300,-98.82366368480,22.86713889,3.18574961,5840.97586900000,552.01300,158.43800
8,26.59282449160,-98.32949372600,22.71786111,1.19508034,5562.97759265000,596.57600,173.90900
9,26.59860575520,-97.83526803210,22.63258333,1.48408221,5365.34013215000,651.22800,186.31900
10,26.57675631650,-97.48465332260,22.33289037,1.18094956,5206.01859679000,673.37500,172.22100
11,25.29372914250,-81.02276945050,23.74530290,0.84898215,3273.47597043000,1243.29000,521.34100
12,25.27044840460,-80.67557798400,23.90260078,2.06071784,3175.65177398000,1317.93000,520.97100
13,25.21747473510,-80.35036600450,24.29639640,0.97167080,3033.52475248000,1312.11000,454.08100
14,27.03132289170,-99.32872418520,22.99847222,2.06669563,6201.27348463000,510.87700,135.72400
15,27.04244952600,-98.83229537050,22.28261111,2.11184526,5952.25711003000,548.69000,154.39800
16,27.05092135330,-98.33578789670,22.45286111,1.24706413,5742.45504165000,601.83600,175.24500
17,27.05464560150,-97.84138645430,22.49293356,0.81544912,5509.72520420000,648.41000,189.00700
18,27.09810167000,-97.50167133670,22.31377551,0.36987874,5378.54651163000,682.28100,187.35700
19,25.92916541180,-81.48649909170,23.36152344,0.60818974,3547.19633774000,1323.00000,608.46400
20,25.69530675540,-81.04697687430,23.50984215,0.95675890,3441.93860495000,1315.46000,569.19700
21,25.59672338820,-80.58470102780,23.66600000,1.16990131,3257.00734463000,1439.26000,576.17700
22,25.63454851440,-80.29090237440,24.07963918,1.25230016,3079.74659401000,1356.66000,469.33800
23,27.47508611040,-99.83858618490,22.79491667,3.87938809,6420.75553002000,456.74400,131.41200
24,27.48895132690,-99.33988392120,22.91661111,3.82910374,6284.28899741000,471.54200,125.99700
25,27.50014629390,-98.84107882630,21.85947222,2.22739640,6109.50790003000,556.67600,156.75300
26,27.50867016760,-98.34219275500,22.08152778,2.17056515,5916.91640333000,621.80600,178.62100
27,27.52177539670,-97.85118862810,22.33592068,0.99879862,5663.40527859000,687.72700,201.45100
28,27.55101649840,-97.43645036720,22.23893948,0.77193192,5471.62424575000,742.97700,200.81600
29,26.34696463130,-81.79525769400,23.29188119,0.73111681,3756.57594937000,1322.75000,623.41100
30,26.21628701770,-81.48533507920,23.16384872,1.20615406,3674.99223245000,1331.13000,602.78800
31,26.13230423040,-80.99690119190,23.20636111,1.38507435,3571.59896581000,1355.60000,573.08900
32,26.04576026580,-80.50908834400,23.62966667,2.05124404,3343.21158192000,1456.45000,557.42100
33,25.99187736500,-80.19772087100,24.07866795,1.19736271,3172.01617796000,1442.94000,498.84400
34,27.93228599410,-99.85235752810,22.40200000,2.07490731,6516.85693766000,503.62400,139.83300
35,27.94623727750,-99.35124019380,22.25525000,1.64441661,6446.24734272000,523.32000,143.39500
36,27.95750176680,-98.85001700330,21.87688889,1.88939183,6385.92904338000,567.69900,160.47900
37,27.96607859350,-98.34871045420,21.62125000,1.90832090,6089.43004884000,649.68700,180.91400
38,27.97196709560,-97.84734309650,21.93830556,1.46770044,5917.13789141000,746.26900,213.36600
39,27.99980258830,-97.37317399830,21.83313037,1.40971498,5739.61950499000,854.83100,243.12900
40,28.08666134170,-96.93743170060,21.67328881,1.45343677,5698.30810811000,923.04300,258.08400
41,26.94188641510,-82.26654351880,22.82099087,1.18586359,4039.71951220000,1265.44000,584.23900
42,26.75371729470,-81.86153900660,22.98168510,1.82864070,3962.44595053000,1304.75000,597.57000
43,26.66583221580,-81.41265476040,22.77691667,1.29022416,3909.17609882000,1293.04000,553.88700
44,26.58136425000,-80.92208988060,22.89241667,0.85163614,3717.83194484000,1288.05000,528.94400
45,26.49430861960,-80.43217968870,23.22794444,2.31865952,3458.40112994000,1457.32000,557.43500
46,26.43611153660,-80.12398498170,23.72027748,1.29655724,3334.41834452000,1516.07000,529.38100
47,28.37240808740,-100.36981472500,21.94177778,1.66953500,6688.95030164000,496.30500,147.89000
48,28.38914946220,-99.86637182540,21.93161111,1.47351024,6551.34444125000,542.66400,154.77400
49,28.40318831620,-99.36279686990,21.83830556,1.80524123,6506.16633151000,555.25700,152.23700
50,28.41452354310,-98.85911294760,21.53713889,1.62267664,6495.91496696000,583.14500,163.13200
51,28.42315424850,-98.35534321680,21.54441667,1.30835874,6361.48290721000,639.76600,176.26200
52,28.42907975110,-97.85151089000,21.49275000,1.84703133,6100.58517667000,745.82900,210.00500
53,28.43229958270,-97.34763921960,21.52816667,0.84641506,5844.42966102000,891.22600,261.80700
54,28.45026278750,-96.86547637710,21.40358447,0.72430045,5841.65364673000,965.75700,268.30200
55,28.47177942730,-96.45301813430,21.36580645,0.97407420,5897.83602151000,1044.74000,285.18700
56,28.62321507850,-95.97824671610,21.27710843,0.42268887,5888.11842105000,1133.33000,309.16300
57,27.46968072200,-82.58229933100,22.39045455,0.56936821,4373.74553571000,1303.33000,618.49200
58,27.28840729480,-82.30255096300,22.41458651,1.25506015,4212.06487696000,1336.03000,625.51600
59,27.19728969370,-81.83208012390,22.40697222,1.32195639,4131.59551853000,1285.61000,563.00500
60,27.11492306530,-81.33870789030,22.44861111,1.17244760,4083.17696064000,1226.35000,522.70300
61,27.02994886020,-80.84599284170,22.73766667,0.92076173,3869.94570526000,1193.15000,489.64400
62,26.93939427590,-80.35915744660,23.05467422,1.65780289,3574.71202076000,1374.95000,519.81300
63,26.78400217160,-80.08353007950,23.48839050,0.84654889,3426.63739377000,1477.24000,523.77800
64,28.82883643730,-100.38657395100,21.40811475,2.60399441,6746.81384181000,509.32000,140.38400
65,28.84568401400,-99.88063391230,21.27494536,3.40911952,6632.69830508000,551.45500,159.86200
66,28.85981197480,-99.37455794100,21.18519126,1.94974694,6511.01327684000,593.13400,165.80800
67,28.87121918060,-98.86836980340,21.09994535,1.46508969,6415.39067797000,650.13400,179.72000
68,28.87990471070,-98.36209333700,21.05644809,1.83805856,6472.98248588000,684.62600,182.41400
69,28.88586786350,-97.85575243590,20.99456284,1.78130494,6276.44491525000,758.32200,194.34000
70,28.88910815700,-97.34937103550,21.10262295,1.97355307,6072.86916667000,867.65400,222.91400
71,28.89233560380,-96.84598713020,21.05513318,1.97440629,6090.63163939000,970.84400,256.43400
72,28.90028889790,-96.33541913750,20.86553881,2.00045006,6025.52238806000,1090.13000,295.07100
73,28.90722566040,-95.84383590530,20.78792888,2.17518875,6004.59657623000,1195.41000,337.18100
74,28.98844915970,-95.40959549270,20.65426242,1.48453929,6029.35473767000,1318.21000,397.18600
75,27.82973008600,-82.69892027800,22.39694794,0.90667996,4577.73502722000,1235.97000,539.81300
76,27.71872696620,-82.23864940150,22.29988519,0.69615972,4383.29062406000,1266.44000,579.72500
77,27.64641863930,-81.75906264020,22.36480874,0.59439318,4265.42909605000,1268.61000,563.89900
78,27.56355161780,-81.26348635190,22.39281421,0.53571574,4166.93276836000,1218.45000,520.39500
79,27.47806268760,-80.76858621090,22.52355191,1.22947567,3956.29152542000,1234.39000,502.22300
80,27.37089337580,-80.38944674510,22.87566964,1.28902935,3759.84448161000,1318.01000,496.47600
81,29.08976081650,-103.95704948900,18.73505556,14.96163101,6453.87503591000,325.24000,165.55300
82,29.12582406280,-103.45022308600,20.12077778,13.66550125,6804.78052284000,295.54700,144.45800
83,29.15916470100,-102.94308889600,20.02827778,14.42060723,6480.90232692000,298.03200,130.97500
84,29.26525019630,-100.91194714800,21.16566667,2.36439036,6840.88135593000,457.94700,132.08600
85,29.28494145910,-100.40363011200,20.31566667,4.63252692,6789.30278656000,556.00500,168.32400
86,29.30189710740,-99.89514878040,20.07019444,4.69542429,6723.74576271000,619.98600,191.42400
87,29.31611574460,-99.38652752780,20.51094444,3.49869499,6559.29704108000,638.01400,182.12300
88,29.32759619780,-98.87779081630,20.48069444,3.20351755,6476.08589486000,694.06900,180.75500
89,29.33633751920,-98.36896318290,20.62727778,2.17120335,6556.93737432000,702.05500,167.35100
90,29.34233898610,-97.86006922290,20.47344444,1.86171925,6491.88135593000,801.48400,190.64700
91,29.34560010240,-97.35113357430,20.42830556,2.28945700,6472.81892655000,889.36600,222.46300
92,29.34612059820,-96.84218090180,20.33055556,1.91960454,6383.46049986000,985.51400,248.67000
93,29.34390043040,-96.33323588110,20.28916667,1.49070940,6298.39931054000,1052.29000,271.47500
94,29.33893978280,-95.82432318290,20.32238889,0.89012138,6207.11950589000,1147.08000,323.21600
95,29.33375625810,-95.31843287770,20.37003735,1.06383733,6073.42861392000,1242.32000,369.99600
96,29.36542037550,-94.93388041630,20.68732809,1.18854465,6081.73045267000,1131.78000,327.18700
97,29.52180297200,-94.49514467000,20.60540540,0.22924344,6163.10256410000,1230.32000,357.87200
98,29.29653816500,-91.12772600900,20.45492372,0.56335069,5694.42196532000,1584.71000,546.19500
99,29.25971996470,-90.77021302450,20.53847110,0.64783599,5611.39276486000,1575.47000,526.82300
100,29.24193311140,-90.19512454610,20.63836956,0.62549692,5645.02796421000,1547.87000,488.23100
101,29.26206106050,-89.54877475670,20.65934959,0.49318966,5765.86324786000,1492.66000,438.17900
102,29.15989578350,-89.24069964880,20.73956835,0.65586002,5718.98968105000,1445.80000,421.81300
103,28.23015687190,-82.58140532560,22.04077934,1.57539242,4641.98840445000,1316.00000,565.70800
104,28.17583163450,-82.18327660840,22.10991803,1.38265102,4503.16719334000,1316.34000,585.79500
105,28.09509839660,-81.68478242450,22.24925000,1.08870244,4390.92818156000,1232.75000,548.02300
106,28.01172254330,-81.18696610050,22.32566667,0.77413739,4239.94685435000,1227.25000,510.79600
107,27.91102429070,-80.72195091800,22.38602221,1.01735593,4068.96960588000,1253.19000,479.31600
108,27.70926145120,-80.42160402510,22.65685279,0.59899948,3892.26500000000,1289.45000,479.01000
109,29.50525617340,-104.50136214400,20.34525000,12.28862265,7171.88710141000,286.05100,139.48800
110,29.54428866380,-103.99233865700,18.94997222,10.87507685,6750.15397874000,315.16100,151.50600
111,29.58058427980,-103.48297438600,18.76844444,7.13894821,6691.59638035000,344.18800,157.72900
112,29.61414001240,-102.97329332500,19.57908333,8.18963721,6803.33754668000,321.38100,134.08700
113,29.64495307100,-102.46331966900,19.74308333,5.42069495,6599.11548406000,308.66800,120.08900
114,29.67302088630,-101.95307780300,20.77444444,2.44885947,6840.01005458000,310.32300,108.93900
115,29.69834111130,-101.44259228000,20.74478142,3.63657262,6996.38192090000,379.40600,117.87000
116,29.72091162430,-100.93188781400,20.13169444,4.80926465,6909.27808101000,462.71800,134.85200
117,29.74073052990,-100.42098925500,18.98672222,4.59176850,6700.49784545000,600.54800,194.24800
118,29.75779616060,-99.90992158340,18.35872222,5.51097347,6783.22493536000,679.73300,214.45100
119,29.77210707830,-99.39870988420,18.60130556,6.81409524,6641.15857512000,714.54500,208.74600
120,29.78366207540,-98.88737933750,19.03902778,3.98303780,6558.00373456000,782.16600,206.64200
121,29.79246017570,-98.37595519980,19.45300000,4.07939952,6671.31600115000,836.41500,207.33400
122,29.79850063540,-97.86446278820,19.90841667,2.53310932,6758.91496696000,854.00200,198.68500
123,29.80178294330,-97.35292746380,19.92191667,1.52227852,6711.96779661000,911.85600,208.94300
124,29.80230682170,-96.84137461560,20.06136111,1.08098484,6571.00545820000,988.78800,224.99500
125,29.80007222610,-96.32982964390,19.97455556,0.74301955,6576.14076415000,1042.50000,244.49300
126,29.79507934570,-95.81831794390,20.09916667,1.12113620,6443.14334961000,1091.95000,277.31200
127,29.78735901720,-95.30696397080,20.35131981,1.26560554,6218.27873563000,1200.46000,336.13000
128,29.82384530890,-94.77509146780,20.29031922,1.36067528,6280.17198387000,1298.75000,362.88400
129,29.79378891100,-94.30141978460,20.23838320,1.68018384,6241.52692055000,1348.53000,384.82800
130,29.84262001320,-93.78066222360,20.08806057,1.32848569,6239.08112981000,1429.22000,427.05100
131,29.86370495320,-93.25239446100,20.03967742,0.60713632,6255.56472166000,1450.68000,453.34300
132,29.77992135790,-92.72682795240,19.95632468,0.86209967,6178.20628931000,1485.89000,469.15700
133,29.74458769830,-92.28492230590,19.81131524,1.01992180,6160.06718682000,1530.06000,511.31700
134,29.71942252990,-91.70452722190,19.87746878,1.15753735,5976.46796002000,1560.53000,539.82800
135,29.64753037160,-91.20116866870,20.13061289,1.36004098,5857.66940250000,1610.72000,542.01500
136,29.59365258880,-90.71058141710,20.25333333,1.32053691,5704.56794025000,1621.75000,521.73100
137,29.57220873510,-90.22010763830,20.42079566,0.82296514,5764.59501558000,1586.11000,487.62100
138,29.51448411780,-89.72490834030,20.41863484,1.05882193,5856.23063609000,1549.35000,458.41500
139,29.30508241880,-89.29639183340,20.58826291,0.47559611,5793.85441527000,1470.02000,422.45900
140,28.69786727450,-82.50145754240,21.33205357,2.02594332,4813.60336976000,1366.65000,587.05800
141,28.62456941680,-82.11000556740,21.54008197,2.16047867,4700.34903763000,1308.65000,557.70300
142,28.54333368280,-81.60921527550,21.88416667,2.00747076,4608.01723643000,1245.79000,531.67100
143,28.45944047090,-81.10912271640,22.02066667,1.35175475,4431.03935651000,1277.07000,533.28800
144,28.37045602300,-80.73367454680,21.96912145,1.82463224,4282.42587776000,1271.40000,499.60200
145,29.95919914160,-104.53984967800,17.53908333,16.90278414,6739.60499856000,324.03500,167.87000
146,29.99848558640,-104.02825373500,16.86480556,8.63194321,6482.49497271000,333.53000,164.43900
147,30.03501767070,-103.51630704600,16.77775000,9.99589771,6353.35191037000,380.57200,174.43600
148,30.06879229630,-103.00403430100,17.27736111,7.66781311,6511.15340419000,383.66000,156.98800
149,30.09980659020,-102.49146039800,18.48286111,8.97780990,6967.92415972000,350.68200,125.48400
150,30.12805790660,-101.97861042900,19.42130556,5.08498453,7230.56707843000,358.31700,116.76600
151,30.15354382920,-101.46550966500,19.32792350,4.16700498,7282.48333333000,423.15600,132.50900
152,30.17626217320,-100.95218353800,19.01986111,3.26554644,7053.04625108000,499.95800,154.78000
153,30.19621098670,-100.43865762800,18.39002778,2.30931283,6805.23096811000,585.17800,186.33600
154,30.21338855290,-99.92495764250,17.87005556,2.34998353,6911.81614479000,638.61500,200.52400
155,30.22779339080,-99.41110940300,17.81186111,2.32759836,6836.99885090000,692.78800,205.53300
156,30.23942425700,-98.89713882720,18.24233333,2.89046300,6661.16518242000,768.99600,210.39100
157,30.24828014600,-98.38307191250,18.69708333,2.76403376,6840.26773916000,821.97400,199.79600
158,30.25436029200,-97.86893471890,19.50363889,3.50327252,6921.91238150000,832.64700,187.50100
159,30.25766416860,-97.35475335220,19.78863889,1.88753925,6870.39915254000,874.06300,188.88300
160,30.25819148970,-96.84055394700,19.84788889,1.84675436,6798.53490376000,961.36300,200.97700
161,30.25594220960,-96.32636264960,20.01794444,1.20525833,6805.05831658000,1031.89000,218.88800
162,30.25091652310,-95.81220560110,19.75377778,1.09950382,6693.16834243000,1109.07000,251.16900
163,30.24311486540,-95.29810892020,19.65925000,2.98375697,6563.74518816000,1226.84000,303.05800
164,30.23253791150,-94.78409868640,19.64112022,2.93670780,6403.32806665000,1336.85000,340.17300
165,30.21918657580,-94.27020092270,19.55925000,2.14733741,6378.61218041000,1399.83000,368.69300
166,30.20411582480,-93.75620069940,19.48403900,2.08121154,6399.61240981000,1453.53000,399.14900
167,30.18416560940,-93.24284651560,19.69344444,1.86458258,6334.16690606000,1441.76000,412.24700
168,30.16249899710,-92.72944148530,19.67947222,1.31138386,6289.92033898000,1499.07000,421.23400
169,30.13806403720,-92.21625211810,19.58672222,0.98735155,6284.95575984000,1505.40000,449.46400
170,30.11086282640,-91.70330390430,19.61730556,0.82863224,6174.79546107000,1515.26000,475.99500
171,30.08089769310,-91.19062217780,19.70411111,1.56012371,6092.45245619000,1548.29000,473.89900
172,30.04758246150,-90.67961515990,19.84028436,1.47510395,5985.99826940000,1594.98000,468.29600
173,29.91929524770,-90.17281363600,20.22720831,1.38300516,5928.06909976000,1557.94000,464.27500
174,29.92249541690,-89.67095978080,20.08037791,1.88618604,5978.51306533000,1540.02000,438.31100
175,29.71756676260,-85.35211465230,20.22222222,0.42163702,5761.41176471000,1462.85000,527.74300
176,29.72647954530,-85.19916767810,20.17559524,0.53528649,5725.78260870000,1464.04000,528.21300
177,29.48160519950,-83.29261457990,20.28936170,0.37498073,5476.55319149000,1070.00000,439.55100
178,29.33312201670,-82.97436429070,20.51832335,1.36942793,5273.46790123000,1117.04000,464.67300
179,29.15813206520,-82.52843895060,20.81374928,1.26410601,5077.07066190000,1371.06000,577.25400
180,29.07287588190,-82.03546034000,20.96683060,1.58388678,4971.76989371000,1302.59000,531.43100
181,28.99112909500,-81.53233624340,21.26422222,2.09294865,4864.83079575000,1287.99000,521.92900
182,28.89569007580,-81.05798087520,21.55347610,1.90992496,4642.63343949000,1294.81000,518.64300
183,28.70134922550,-80.71732093560,21.66278481,0.48920756,4437.87286064000,1328.58000,535.19700
184,30.37049987160,-105.09284858300,16.57855556,4.78305244,6949.37632864000,291.95600,157.93400
185,30.41281349490,-104.57902120000,16.07411111,5.98188233,6670.09077851000,322.55900,165.33600
